322163, 314002, 5458, 6716
137539, 129497, 186263, 190854
154462, 151531, 169231, 167555
195759, 182381, 138775, 136912
324372, 310642, 7446, 6180
150280, 140306, 183897, 172239
148809, 147349, 171313, 183536
145496, 142632, 175705, 183366
3773, 4923, 316540, 318342
