402225, 390746, 5067, 6049
180476, 168626, 227165, 228498
202178, 200215, 205311, 198273
237825, 222130, 176605, 173474
403713, 390222, 7082, 5598
224501, 215973, 193334, 178068
202905, 195449, 204547, 211183
222072, 212844, 186098, 191797
5372, 4063, 405021, 395694
