404185, 398394, 12634, 13254
193849, 199544, 219838, 213288
190663, 181797, 222593, 222860
217351, 216537, 186682, 197995
386115, 398421, 9188, 8186
224018, 223349, 174389, 180415
175186, 175711, 215586, 232490
207975, 223620, 189652, 191098
10889, 11692, 393437, 397521
