1019661, 807974, 591814, 786351, 41608, 52014, 47451, 33474
894621, 915733, 601026, 768813, 45987, 51874, 45014, 30296
1018899, 806067, 594964, 769249, 34248, 42015, 55563, 39803
894776, 916803, 588965, 785191, 39435, 45499, 53453, 34998
1021809, 813998, 592672, 786819, 40087, 51139, 49293, 34973
899539, 915858, 596971, 777149, 43293, 48482, 49388, 32481
1018434, 804425, 594806, 772694, 38931, 48133, 48948, 35386
886728, 915172, 589790, 782217, 38377, 45725, 53366, 34601
1017350, 805782, 595625, 775769, 47769, 59865, 38681, 27271
896957, 916221, 590362, 778749, 52681, 59207, 36477, 24385
1019780, 806409, 589145, 776323, 32352, 39241, 58572, 41640
889944, 916089, 595399, 777077, 29356, 34863, 65322, 42853
1021170, 804834, 604246, 767431, 53139, 65947, 31421, 21985
893001, 915262, 575174, 789229, 57560, 66572, 27953, 18576
1020193, 807066, 574484, 793932, 16146, 20166, 80283, 56385
896306, 916063, 608299, 764438, 21467, 25598, 77228, 50096
1021098, 806162, 604610, 769515, 51212, 62365, 34686, 25181
895803, 918344, 584047, 797892, 62774, 71461, 23987, 15370
1020364, 807902, 586707, 795276, 20934, 26254, 74317, 52647
902242, 918373, 605721, 768486, 27897, 31639, 70773, 45761
1020008, 812923, 591254, 784320, 39623, 50127, 49566, 35877
903387, 916479, 599829, 776316, 38752, 44362, 56582, 36402
1019066, 815758, 600153, 773030, 41680, 52676, 47194, 33904
901869, 916426, 588956, 784342, 41380, 46614, 52970, 34616
1018983, 813019, 595594, 776705, 51634, 65585, 33330, 24073
900998, 915200, 594421, 774574, 46366, 52584, 45672, 29374
1019507, 811510, 593760, 782117, 27382, 34614, 66105, 46966
892933, 916807, 594232, 776338, 29089, 33995, 66608, 43677
1018321, 806842, 581539, 799561, 24862, 32217, 69005, 48380
887237, 918542, 604946, 758614, 25796, 29365, 69601, 47152
1019298, 800745, 603826, 758420, 50439, 60649, 35129, 25007
879480, 915359, 581676, 794516, 46600, 55885, 41449, 27045
1021253, 797952, 584814, 799637, 30613, 38592, 62137, 42394
891551, 919202, 611126, 762768, 33150, 37631, 61799, 41600
1019872, 810493, 609271, 763966, 46644, 57500, 40501, 29687
895404, 920779, 584136, 802954, 47977, 56471, 43073, 27974
1016515, 805907, 577073, 799030, 26441, 33517, 66780, 46620
894408, 916630, 607537, 767249, 30745, 35679, 65295, 42948
1018849, 805184, 603754, 771927, 46487, 57038, 40942, 28831
894599, 917250, 575831, 802562, 53811, 61667, 35155, 23355
1020447, 810586, 585790, 797469, 23530, 29847, 71241, 50212
897794, 916675, 608278, 769395, 23562, 26888, 75937, 49835
1020448, 811927, 609463, 764769, 58991, 72933, 24494, 18000
897791, 919419, 584645, 796403, 59443, 68685, 28192, 18516
1021543, 814714, 574057, 798477, 15598, 20325, 81159, 57469
905931, 922972, 614527, 768650, 20547, 23668, 81506, 52727
1019262, 813306, 614887, 763747, 61289, 76071, 21718, 15983
904725, 920279, 579120, 799259, 58264, 65884, 31368, 20093
1023578, 819376, 599034, 784873, 31767, 40301, 60906, 44342
908328, 915101, 595063, 780928, 32139, 36214, 66303, 42443
1020007, 821492, 595885, 782863, 47707, 60892, 39540, 28462
909766, 917878, 594199, 784033, 48717, 54558, 44788, 28474
1021866, 820283, 608874, 764890, 51883, 65889, 34236, 25117
905192, 918630, 584502, 794166, 47811, 54563, 45051, 28931
1020022, 815854, 577937, 800479, 26874, 34158, 67276, 47793
907920, 920523, 611872, 759126, 26868, 30186, 73568, 47334
1021451, 814258, 600599, 779001, 41798, 52739, 47027, 33842
900368, 920189, 589368, 783626, 38707, 44026, 55919, 36164
1022958, 806487, 585294, 784806, 37109, 45677, 52664, 37487
889290, 917622, 599682, 775868, 38518, 45467, 53814, 35265
1020363, 803228, 598748, 776617, 39485, 47881, 49478, 35564
899211, 917145, 594483, 787614, 37452, 43404, 57564, 37062
1020549, 809847, 593065, 789570, 38344, 48765, 52098, 36457
905460, 916965, 597619, 776447, 42360, 46711, 52599, 33973
1021933, 819371, 593297, 779127, 31808, 39695, 60667, 43747
906435, 919722, 601130, 781299, 25606, 29529, 74789, 48119
1018364, 816886, 595530, 783876, 43987, 56249, 44227, 31713
901050, 917890, 592128, 776313, 46513, 51845, 45620, 29810
1019525, 815685, 603786, 765654, 47314, 59263, 38646, 28671
902102, 920610, 587867, 793899, 49411, 56614, 42226, 27204
1021046, 811173, 585529, 795649, 29455, 37738, 63301, 45193
896507, 917874, 607898, 764711, 28489, 32704, 68546, 45397
1021237, 807154, 599215, 765305, 40680, 49258, 47946, 34302
892486, 918585, 588894, 789232, 34151, 39988, 60606, 39547
