15.85875, -17.63221, 7.92937, -42.56613
-15.86041, 17.63233, 37.06736, 20.06572
15.85875, 17.63233, 7.92937, 20.06572
-15.86041, -17.63221, 37.06736, -42.56613
15.85875, 10.45276, 7.92937, -17.27373
-15.86041, -10.45258, 37.06736, 17.27371
15.85875, -10.45258, 7.92937, 17.27371
-15.86041, 10.45276, 37.06736, -17.27373
15.85875, -10.45259, 7.92937, -27.72629
-15.86041, 10.45266, 37.06736, 27.72629
15.85875, 10.45266, 7.92937, 27.72629
-15.86041, -10.45259, 37.06736, -27.72629
15.85875, -17.63470, 7.92937, -20.06548
-15.86041, 17.63288, 37.06736, 42.56729
15.85875, 17.63288, 7.92937, 42.56729
-15.86041, -17.63470, 37.06736, -20.06548
15.85875, -34.54742, 7.92937, -17.27371
-15.86041, 34.54712, 37.06736, -27.72624
15.85875, 34.54712, 7.92937, -27.72624
-15.86041, -34.54742, 37.06736, -17.27371
15.85875, -17.63239, 7.92937, 24.93277
-15.86041, 17.63226, 37.06736, -2.43390
15.85875, 17.63226, 7.92937, -2.43390
-15.86041, -17.63239, 37.06736, 24.93277
15.85875, -34.54712, 7.92937, 27.72624
-15.86041, 34.54741, 37.06736, 17.27371
15.85875, 34.54741, 7.92937, 17.27371
-15.86041, -34.54712, 37.06736, 27.72624
15.85875, 17.63224, 7.92937, -24.93390
-15.86041, -17.63229, 37.06736, 2.43427
15.85875, -17.63229, 7.92937, 2.43427
-15.86041, 17.63224, 37.06736, -24.93390
15.85875, -0.00000, 7.92937, -39.77371
-15.86041, 0.00000, 37.06736, 5.22629
15.85875, 0.00000, 7.92937, 5.22629
-15.86041, -0.00000, 37.06736, -39.77371
15.85875, 0.00000, 7.92937, 39.77371
-15.86041, -0.00000, 37.06736, -5.22629
15.85875, -0.00000, 7.92937, -5.22629
-15.86041, 0.00000, 37.06736, 39.77371
15.85875, 34.54805, 7.92937, -27.72105
-15.86041, -34.54712, 37.06736, -17.27376
15.85875, -34.54712, 7.92937, -17.27376
-15.86041, 34.54805, 37.06736, -27.72105
15.85875, 17.63219, 7.92937, 42.56610
-15.86041, -17.63231, 37.06736, -20.06610
15.85875, -17.63231, 7.92937, -20.06610
-15.86041, 17.63219, 37.06736, 42.56610
15.85875, 34.54649, 7.92937, 17.27349
-15.86041, -34.54713, 37.06736, 27.72634
15.85875, -34.54713, 7.92937, 27.72634
-15.86041, 34.54649, 37.06736, 17.27349
15.85875, -0.00000, 7.92937, -5.22629
-15.86041, 0.00000, 37.06736, 39.77371
15.85875, 0.00000, 7.92937, 39.77371
-15.86041, -0.00000, 37.06736, -5.22629
15.85875, 17.63182, 7.92937, -2.43394
-15.86041, -17.63220, 37.06736, 24.93392
15.85875, -17.63220, 7.92937, 24.93392
-15.86041, 17.63182, 37.06736, -2.43394
15.85875, -10.45289, 7.92937, 17.27370
-15.86041, 10.45284, 37.06736, -17.27372
15.85875, 10.45284, 7.92937, -17.27372
-15.86041, -10.45289, 37.06736, 17.27370
15.85875, 10.45270, 7.92937, 27.72628
-15.86041, -10.45484, 37.06736, -27.72575
15.85875, -10.45484, 7.92937, -27.72575
-15.86041, 10.45270, 37.06736, 27.72628
15.85875, -17.63171, 7.92937, 2.43300
-15.86041, 17.63334, 37.06736, -24.93023
15.85875, 17.63334, 7.92937, -24.93023
-15.86041, -17.63171, 37.06736, 2.43300
15.85875, 17.63219, 7.92937, 20.06610
-15.86041, -17.62966, 37.06736, -42.56573
15.85875, -17.62966, 7.92937, -42.56573
-15.86041, 17.63219, 37.06736, 20.06610
15.85875, -0.00000, 7.92937, 5.22629
-15.86041, 0.00000, 37.06736, -39.77371
15.85875, 0.00000, 7.92937, -39.77371
-15.86041, -0.00000, 37.06736, 5.22629
15.85874, -17.63221, -37.07063, -42.56613
-15.85882, 17.63233, -7.92937, 20.06572
15.85874, 17.63233, -37.07063, 20.06572
-15.85882, -17.63221, -7.92937, -42.56613
15.85874, 10.45276, -37.07063, -17.27373
-15.85882, -10.45258, -7.92937, 17.27371
15.85874, -10.45258, -37.07063, 17.27371
-15.85882, 10.45276, -7.92937, -17.27373
15.85874, -10.45259, -37.07063, -27.72629
-15.85882, 10.45266, -7.92937, 27.72629
15.85874, 10.45266, -37.07063, 27.72629
-15.85882, -10.45259, -7.92937, -27.72629
15.85874, -17.63470, -37.07063, -20.06548
