324110, 303799, 104877, 99652
216839, 203978, 210957, 197112
218330, 207233, 207168, 191590
220740, 219962, 190161, 200400
314246, 317787, 98733, 99345
191853, 194284, 222510, 219779
219006, 208150, 198464, 200278
197399, 194622, 217212, 214252
107111, 103135, 308824, 296666
