1239425, 1083636, 549536, 762044, 43872, 52440, 65191, 46409
1136779, 1192568, 611904, 702174, 36064, 48655, 69878, 56681
1240249, 1084242, 605573, 705540, 53699, 64183, 53073, 38595
1135489, 1194016, 554570, 758434, 46896, 63609, 53834, 43851
1236551, 1083084, 572272, 751184, 41377, 50166, 68425, 49659
1132779, 1193888, 581716, 732846, 38863, 53134, 65415, 52761
1239024, 1082369, 585962, 735053, 54578, 65544, 52164, 37663
1131126, 1193456, 572085, 750558, 47406, 63812, 54998, 44996
1238087, 1082532, 567527, 752003, 46648, 56129, 61519, 44427
1132356, 1192391, 590620, 734644, 48302, 66017, 52685, 43550
1241658, 1088341, 590730, 737204, 45401, 54874, 64909, 46926
1134681, 1193936, 566135, 749735, 39480, 53345, 64482, 52098
1241116, 1085338, 584114, 731819, 62066, 74624, 41745, 30335
1133294, 1188596, 563556, 765837, 63945, 85408, 33710, 27204
1239102, 1080008, 564622, 759260, 27882, 33616, 86518, 62305
1131083, 1195376, 579209, 732580, 27408, 38191, 79775, 64084
1239127, 1077336, 580804, 728294, 62508, 75394, 40181, 29078
1119156, 1188987, 566143, 751201, 68538, 90686, 27325, 22618
1236798, 1070454, 567618, 751349, 30037, 36925, 82667, 59778
1127163, 1191736, 584690, 728832, 32268, 44329, 73715, 59553
1238143, 1073226, 563221, 763514, 42933, 51439, 67087, 48368
1131301, 1196459, 602899, 706838, 34403, 46641, 70760, 58063
1238506, 1076322, 601048, 714826, 57710, 68586, 48268, 34969
1124858, 1190855, 553327, 766090, 51653, 70036, 48617, 39271
1243203, 1067622, 567071, 751077, 53238, 64095, 53177, 38627
1120607, 1193933, 596270, 719595, 47411, 64056, 54234, 44257
1238977, 1072821, 587397, 729049, 50447, 61026, 57318, 42015
1122173, 1193383, 566696, 754908, 38957, 52480, 65227, 52991
1237101, 1071671, 555932, 766422, 26872, 32731, 86191, 63197
1122273, 1193939, 598521, 711886, 25719, 34991, 82716, 67087
1236808, 1071672, 597301, 715478, 66682, 80016, 35687, 25800
1122315, 1192797, 557818, 766063, 63361, 84942, 33436, 27914
1236904, 1077984, 543067, 777429, 26953, 32267, 86902, 63430
1130092, 1192594, 618000, 687945, 21402, 29773, 87809, 71049
1235329, 1073957, 622851, 682812, 76432, 92001, 23587, 17197
1124626, 1188867, 545457, 770066, 61628, 83281, 34865, 28525
1237212, 1072251, 551629, 776806, 27477, 33138, 86501, 63048
1122212, 1190016, 605857, 696582, 20927, 28632, 88425, 71599
1236382, 1075703, 606691, 705547, 69268, 83442, 32726, 24253
1121554, 1190339, 549121, 773122, 63656, 85600, 32900, 27322
1236433, 1069414, 567533, 746871, 30327, 36373, 81918, 59980
1119234, 1189722, 575803, 725785, 25917, 35487, 80978, 65367
1233748, 1068283, 578880, 728027, 62700, 75038, 40151, 29014
1121875, 1187986, 563698, 753157, 61357, 82289, 35834, 29349
1235613, 1071006, 563016, 761955, 25010, 30394, 90327, 64704
1114639, 1189276, 581321, 726098, 26050, 36383, 80734, 65189
1232602, 1057930, 580726, 724386, 63490, 75223, 39196, 28433
1102323, 1188669, 569671, 746122, 57008, 77565, 40430, 33416
1234795, 1052885, 594453, 716945, 48208, 58108, 59220, 42594
1100997, 1190329, 565210, 746006, 36493, 50239, 66672, 54271
1235918, 1050228, 564317, 748050, 50714, 60858, 55123, 40288
1103113, 1187356, 588359, 723474, 50039, 67565, 49896, 40554
1233365, 1055450, 584529, 724412, 56596, 68408, 47693, 34540
1110771, 1186127, 541760, 785661, 69589, 92514, 26066, 21560
1237772, 1065876, 552538, 771421, 27890, 34239, 84877, 61683
1107434, 1185862, 601695, 704508, 22332, 30975, 86028, 69217
1236095, 1057891, 597236, 710018, 59496, 71809, 44098, 31917
1112894, 1187799, 558995, 761652, 49371, 66537, 51549, 41695
