1234660, 1076920, 544285, 759546, 41193, 49514, 67677, 49074
1129103, 1187867, 611110, 690338, 36831, 50016, 67916, 55246
1234302, 1079340, 603282, 701195, 54442, 65222, 52049, 37356
1127296, 1188697, 551436, 761568, 47627, 64539, 53088, 43406
1231308, 1080348, 567601, 747968, 38853, 47466, 71156, 51902
1128600, 1187539, 581187, 729284, 36492, 50587, 67894, 55327
1235509, 1077533, 581560, 732613, 56803, 67845, 49692, 35294
1122768, 1187385, 565441, 745416, 47828, 64708, 52693, 43299
1235018, 1074812, 562913, 747728, 49209, 58492, 58731, 41988
1123233, 1187097, 584965, 728978, 47071, 63285, 54819, 44918
1229332, 1071352, 581735, 726769, 42181, 51165, 67164, 47789
1118429, 1183951, 559876, 745541, 37626, 51290, 65500, 53601
1230837, 1072431, 581301, 718023, 62957, 75124, 39552, 28988
1118331, 1187925, 553460, 758860, 67423, 91366, 27657, 22859
1229989, 1073231, 556930, 757157, 29706, 35988, 82508, 60015
1123396, 1185762, 576697, 726605, 28765, 39366, 77479, 62497
1232543, 1073668, 576777, 727566, 63197, 75651, 40253, 28853
1126888, 1186004, 564805, 749407, 64972, 86874, 31393, 26461
1234502, 1078012, 560695, 744286, 35549, 42507, 75973, 54342
1121110, 1184121, 574651, 723739, 23100, 32320, 84416, 68038
1229257, 1073622, 560603, 753435, 43690, 52851, 64936, 46986
1126873, 1184427, 592737, 712515, 38892, 52039, 65356, 53425
1230212, 1074354, 587745, 716646, 53758, 64965, 52390, 37895
1120596, 1185287, 561029, 751265, 42842, 59087, 59002, 48154
1232036, 1071138, 555281, 755691, 49195, 58764, 58305, 42254
1122712, 1183202, 589857, 719610, 46485, 62671, 55302, 44874
1230162, 1072241, 592716, 715352, 44277, 53245, 64528, 47070
1124523, 1186536, 558640, 750757, 38639, 52951, 64752, 52665
1228245, 1072364, 556391, 758635, 29215, 35411, 83451, 60904
1129548, 1187606, 594356, 702782, 23724, 33375, 83217, 67967
1228550, 1073225, 597064, 703546, 68327, 82269, 32734, 23479
1122105, 1183905, 555503, 754838, 60162, 81378, 36202, 29951
1234292, 1074696, 534076, 778028, 24678, 29571, 89784, 64598
1124699, 1185386, 606993, 694631, 24200, 33587, 84161, 67844
1232396, 1074107, 600775, 702581, 64875, 77585, 38300, 27506
1126483, 1188490, 548918, 762319, 57527, 78120, 40714, 33214
